0.223,0.230,0.242,0.265,0.269,0.273,0.281,0.288,0.308,0.304,0.428,0.807,0.996,0.822,0.671,0.629,0.590,0.563,0.548,0.528,0.536,0.486,0.466,0.509,0.528,0.563,0.602,0.621,0.656,0.764,0.903,0.884,0.880,0.869,0.857,0.849,0.857,0.853,0.780,0.683
0.234,0.230,0.238,0.269,0.277,0.277,0.300,0.296,0.277,0.420,0.741,0.954,0.992,0.776,0.633,0.621,0.594,0.555,0.555,0.544,0.524,0.509,0.501,0.513,0.513,0.536,0.586,0.648,0.807,0.969,0.884,0.903,0.884,0.869,0.876,0.861,0.838,0.830,0.834,0.834
0.242,0.238,0.250,0.261,0.281,0.288,0.258,0.316,0.636,0.822,0.915,0.899,0.996,0.752,0.598,0.606,0.594,0.517,0.517,0.509,0.509,0.493,0.513,0.501,0.509,0.528,0.590,0.764,0.992,0.899,0.892,0.907,0.896,0.880,0.872,0.865,0.849,0.845,0.834,0.822
0.238,0.230,0.254,0.273,0.254,0.246,0.412,0.718,0.988,0.981,0.896,0.919,0.996,0.749,0.578,0.598,0.590,0.478,0.451,0.462,0.478,0.478,0.474,0.482,0.493,0.466,0.671,0.977,0.911,0.907,0.880,0.888,0.899,0.892,0.880,0.865,0.865,0.853,0.841,0.838
0.234,0.246,0.238,0.273,0.366,0.621,0.830,0.996,0.903,0.911,0.946,0.942,0.996,0.772,0.567,0.590,0.582,0.470,0.443,0.455,0.470,0.474,0.474,0.490,0.466,0.540,0.807,0.988,0.923,0.923,0.888,0.896,0.899,0.903,0.911,0.907,0.888,0.857,0.845,0.838
0.261,0.215,0.335,0.687,0.822,0.903,0.938,0.892,0.927,0.923,0.938,0.919,0.992,0.807,0.559,0.571,0.586,0.486,0.462,0.466,0.462,0.470,0.486,0.490,0.451,0.706,0.996,0.907,0.938,0.915,0.946,0.981,0.954,0.942,0.923,0.899,0.876,0.865,0.845,0.834
0.211,0.424,0.756,0.992,0.915,0.876,0.896,0.915,0.927,0.930,0.969,0.934,0.969,0.845,0.609,0.563,0.582,0.544,0.490,0.451,0.459,0.497,0.509,0.501,0.609,0.838,0.985,0.927,0.942,0.915,0.930,0.934,0.899,0.892,0.884,0.872,0.872,0.861,0.853,0.838
0.586,0.822,0.969,0.888,0.907,0.919,0.923,0.965,0.985,0.973,0.973,0.954,0.942,0.973,0.675,0.520,0.555,0.540,0.497,0.459,0.474,0.517,0.528,0.548,0.745,0.996,0.942,0.965,0.961,0.930,0.915,0.930,0.911,0.892,0.884,0.876,0.865,0.865,0.849,0.841
0.849,0.911,0.884,0.961,0.946,0.950,0.938,0.954,0.973,0.961,0.957,0.942,0.930,0.996,0.722,0.524,0.559,0.532,0.501,0.497,0.520,0.551,0.544,0.648,0.892,0.969,0.973,0.969,0.957,0.946,0.919,0.919,0.950,0.903,0.869,0.869,0.876,0.865,0.849,0.841
0.884,0.884,0.919,0.965,0.965,0.954,0.961,0.930,0.930,0.923,0.950,0.957,0.930,0.992,0.764,0.571,0.544,0.540,0.551,0.555,0.548,0.563,0.551,0.760,0.992,0.938,0.981,0.981,0.973,0.957,0.934,0.946,0.977,0.896,0.861,0.861,0.880,0.869,0.853,0.841
0.872,0.888,0.911,0.946,0.930,0.923,0.934,0.957,0.927,0.927,0.957,0.973,0.954,0.988,0.811,0.586,0.520,0.544,0.575,0.578,0.567,0.478,0.644,0.946,0.942,0.973,0.977,0.985,0.985,0.957,0.946,0.988,0.985,0.938,0.880,0.876,0.876,0.857,0.853,0.841
0.880,0.892,0.907,0.927,0.907,0.911,0.927,0.950,0.934,0.938,0.961,0.977,0.950,0.957,0.857,0.613,0.490,0.548,0.575,0.575,0.536,0.520,0.768,0.992,0.934,0.981,0.977,0.961,0.969,0.981,0.988,0.988,0.977,0.965,0.899,0.888,0.872,0.861,0.849,0.845
0.880,0.888,0.903,0.919,0.915,0.911,0.919,0.950,0.954,0.950,0.942,0.977,0.965,0.915,0.961,0.679,0.505,0.571,0.567,0.559,0.490,0.675,0.981,0.934,0.965,0.985,0.985,0.969,0.981,0.992,0.988,0.985,0.965,0.923,0.899,0.888,0.872,0.857,0.853,0.845
