1.00000, 0.00000, 1, 0.080
0.99740, 0.41314, 1.0795775387622, 0.109
0.81965, 0.81965, 1.1591550775244, 0.137
0.47404, 1.14444, 1.2387326162867, 0.166
0.00000, 1.31831, 1.3183101550489, 0.195
-0.53495, 1.29148, 1.3978876938111, 0.224
-1.04472, 1.04473, 1.4774652325733, 0.253
-1.43852, 0.59586, 1.5570427713355, 0.282
-1.63662, 0.00000, 1.6366203100978, 0.311
-1.58556, -0.65676, 1.71619784886, 0.340
-1.26981, -1.26980, 1.7957753876222, 0.369
-0.71767, -1.73260, 1.8753529263844, 0.398
-0.00001, -1.95493, 1.9549304651466, 0.427
0.77856, -1.87964, 2.0345080039088, 0.456
1.49488, -1.49489, 2.1140855426711, 0.485
2.02668, -0.83949, 2.1936630814333, 0.514
2.27324, -0.00001, 2.2732406201955, 0.543
2.17373, 0.90037, 2.3528181589577, 0.572
1.71997, 1.71995, 2.4323956977199, 0.601
0.96131, 2.32075, 2.5119732364822, 0.630
0.00002, 2.59155, 2.5915507752444, 0.659
-1.02218, 2.46781, 2.6711283140066, 0.687
-1.94503, 1.94506, 2.7507058527688, 0.716
-2.61483, 1.08312, 2.830283391531, 0.745
-2.90986, 0.00002, 2.9098609302933, 0.774
-2.76189, -1.14399, 2.9894384690555, 0.803
-2.17014, -2.17010, 3.0690160078177, 0.832
-1.20494, -2.90891, 3.1485935465799, 0.861
-0.00003, -3.22817, 3.2281710853421, 0.890
1.26579, -3.05597, 3.3077486241044, 0.919
2.39518, -2.39523, 3.3873261628666, 0.948
3.20299, -1.32676, 3.4669037016288, 0.977
3.54648, -0.00004, 3.546481240391, 1.006
