0, 0, 0.025
1, 0, 0.025
2, 0, 0.025
3, 0, 0.025
4, 0, 0.029
5, 0, 0.029
6, 0, 0.029
7, 0, 0.029
8, 0, 0.029
9, 0, 0.029
10, 0, 0.029
11, 0, 0.029
12, 0, 0.033
13, 0, 0.033
14, 0, 0.029
15, 0, 0.029
16, 0, 0.029
17, 0, 0.033
18, 0, 0.033
19, 0, 0.033
20, 0, 0.033
21, 0, 0.033
22, 0, 0.033
23, 0, 0.033
24, 0, 0.033
25, 0, 0.033
26, 0, 0.033
27, 0, 0.033
28, 0, 0.037
29, 0, 0.037
30, 0, 0.037
31, 0, 0.037
32, 0, 0.033
33, 0, 0.033
34, 0, 0.037
35, 0, 0.029
36, 0, 0.033
37, 0, 0.033
38, 0, 0.029
39, 0, 0.037
40, 0, 0.033
41, 0, 0.033
42, 0, 0.033
43, 0, 0.033
44, 0, 0.037
45, 0, 0.029
46, 0, 0.033
47, 0, 0.037
48, 0, 0.033
49, 0, 0.033
0, 1, 0.029
1, 1, 0.029
2, 1, 0.029
3, 1, 0.029
4, 1, 0.029
5, 1, 0.029
6, 1, 0.029
7, 1, 0.029
8, 1, 0.033
9, 1, 0.033
10, 1, 0.033
11, 1, 0.033
12, 1, 0.033
13, 1, 0.033
14, 1, 0.033
15, 1, 0.033
16, 1, 0.033
17, 1, 0.033
18, 1, 0.033
19, 1, 0.033
20, 1, 0.033
21, 1, 0.033
22, 1, 0.033
23, 1, 0.033
24, 1, 0.033
25, 1, 0.033
26, 1, 0.033
27, 1, 0.033
28, 1, 0.033
29, 1, 0.037
30, 1, 0.037
31, 1, 0.037
32, 1, 0.033
33, 1, 0.033
34, 1, 0.037
35, 1, 0.029
36, 1, 0.033
37, 1, 0.033
38, 1, 0.033
39, 1, 0.037
40, 1, 0.033
41, 1, 0.033
42, 1, 0.033
43, 1, 0.037
44, 1, 0.033
45, 1, 0.033
46, 1, 0.037
47, 1, 0.037
48, 1, 0.037
49, 1, 0.037
0, 2, 0.029
1, 2, 0.029
2, 2, 0.029
3, 2, 0.029
4, 2, 0.029
5, 2, 0.029
6, 2, 0.033
7, 2, 0.033
8, 2, 0.033
9, 2, 0.033
10, 2, 0.033
11, 2, 0.033
12, 2, 0.033
13, 2, 0.033
14, 2, 0.033
15, 2, 0.033
16, 2, 0.033
17, 2, 0.033
18, 2, 0.033
19, 2, 0.033
20, 2, 0.037
21, 2, 0.037
22, 2, 0.037
23, 2, 0.037
24, 2, 0.041
25, 2, 0.041
26, 2, 0.037
27, 2, 0.033
28, 2, 0.041
29, 2, 0.041
30, 2, 0.037
31, 2, 0.037
32, 2, 0.033
33, 2, 0.037
34, 2, 0.033
35, 2, 0.033
36, 2, 0.033
37, 2, 0.033
38, 2, 0.037
39, 2, 0.037
40, 2, 0.037
41, 2, 0.037
42, 2, 0.037
43, 2, 0.033
44, 2, 0.037
45, 2, 0.041
46, 2, 0.037
47, 2, 0.037
48, 2, 0.037
49, 2, 0.037
0, 3, 0.033
1, 3, 0.033
2, 3, 0.029
3, 3, 0.029
4, 3, 0.033
5, 3, 0.033
6, 3, 0.033
7, 3, 0.033
8, 3, 0.033
9, 3, 0.033
10, 3, 0.037
11, 3, 0.033
12, 3, 0.033
13, 3, 0.033
14, 3, 0.033
15, 3, 0.033
16, 3, 0.033
17, 3, 0.037
18, 3, 0.037
19, 3, 0.037
20, 3, 0.037
21, 3, 0.041
22, 3, 0.041
23, 3, 0.033
24, 3, 0.025
25, 3, 0.029
26, 3, 0.037
27, 3, 0.037
28, 3, 0.033
29, 3, 0.033
30, 3, 0.037
31, 3, 0.037
32, 3, 0.029
33, 3, 0.033
34, 3, 0.033
35, 3, 0.033
36, 3, 0.029
37, 3, 0.033
38, 3, 0.037
39, 3, 0.037
40, 3, 0.033
41, 3, 0.037
42, 3, 0.037
43, 3, 0.041
44, 3, 0.041
45, 3, 0.037
46, 3, 0.041
47, 3, 0.041
48, 3, 0.041
49, 3, 0.041
0, 4, 0.022
1, 4, 0.025
2, 4, 0.029
3, 4, 0.033
4, 4, 0.033
5, 4, 0.033
6, 4, 0.033
7, 4, 0.037
8, 4, 0.037
9, 4, 0.033
10, 4, 0.033
11, 4, 0.033
12, 4, 0.037
13, 4, 0.037
14, 4, 0.037
15, 4, 0.033
16, 4, 0.033
17, 4, 0.033
18, 4, 0.037
19, 4, 0.037
20, 4, 0.037
21, 4, 0.045
22, 4, 0.099
23, 4, 0.153
24, 4, 0.207
25, 4, 0.192
26, 4, 0.111
27, 4, 0.107
28, 4, 0.141
29, 4, 0.134
30, 4, 0.080
31, 4, 0.041
32, 4, 0.029
33, 4, 0.033
34, 4, 0.033
35, 4, 0.029
36, 4, 0.029
37, 4, 0.037
